arm,dataset,seq_len,pred_len,seed,status,val_mse,mse,mae,exit_code,job_id,log_file
phase3_fits_shared_subtract_last,electricity,720,96,2026,ok,0.1200715,0.14192169904708862,0.24395860731601715,0,28332041,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_electricity_sl720_pl96_sd2026.log
phase3_fits_shared_subtract_last,electricity,720,96,2027,ok,0.1201479,0.1419149935245514,0.24401827156543732,0,28332045,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_electricity_sl720_pl96_sd2027.log
phase3_fits_shared_subtract_last,weather,720,192,2026,ok,0.4720344,0.2131669819355011,0.26063886284828186,0,28332034,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_weather_sl720_pl192_sd2026.log
phase3_fits_shared_subtract_last,weather,720,192,2027,ok,0.4705565,0.21271680295467377,0.2605664134025574,0,28332038,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_weather_sl720_pl192_sd2027.log
phase3_fits_shared_subtract_last,weather,720,336,2026,ok,0.5356429,0.2590640187263489,0.29532548785209656,0,28332035,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_weather_sl720_pl336_sd2026.log
phase3_fits_shared_subtract_last,weather,720,336,2027,ok,0.5350323,0.2589488625526428,0.29548385739326477,0,28332039,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_weather_sl720_pl336_sd2027.log
phase3_fits_shared_subtract_last,weather,720,720,2026,ok,0.6266804,0.3243424594402313,0.34188708662986755,0,28332036,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_weather_sl720_pl720_sd2026.log
phase3_fits_shared_subtract_last,weather,720,720,2027,ok,0.6217031,0.3230586349964142,0.34099331498146057,0,28332040,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_weather_sl720_pl720_sd2027.log
phase3_fits_shared_subtract_last,weather,720,96,2026,ok,0.4093523,0.16943103075027466,0.2232142686843872,0,28332033,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_weather_sl720_pl96_sd2026.log
phase3_fits_shared_subtract_last,weather,720,96,2027,ok,0.4085311,0.1696380376815796,0.2241930216550827,0,28332037,logs/AsySpecX_phase3/phase3_fits_shared_subtract_last_weather_sl720_pl96_sd2027.log
phase3_fits_sparse_period,electricity,720,192,2026,ok,0.1303406,0.15457741916179657,0.2532567083835602,0,28332074,logs/AsySpecX_phase3/phase3_fits_sparse_period_electricity_sl720_pl192_sd2026.log
phase3_fits_sparse_period,electricity,720,192,2027,ok,0.1303311,0.15460194647312164,0.2533084452152252,0,28332078,logs/AsySpecX_phase3/phase3_fits_sparse_period_electricity_sl720_pl192_sd2027.log
phase3_fits_sparse_period,electricity,720,336,2026,ok,0.1454836,0.1697516143321991,0.26807811856269836,0,28332075,logs/AsySpecX_phase3/phase3_fits_sparse_period_electricity_sl720_pl336_sd2026.log
phase3_fits_sparse_period,electricity,720,336,2027,ok,0.1456362,0.17008279263973236,0.26859647035598755,0,28332079,logs/AsySpecX_phase3/phase3_fits_sparse_period_electricity_sl720_pl336_sd2027.log
phase3_fits_sparse_period,electricity,720,720,2026,ok,0.1777753,0.2072499543428421,0.2983558177947998,0,28332076,logs/AsySpecX_phase3/phase3_fits_sparse_period_electricity_sl720_pl720_sd2026.log
