task_id,family,model,dataset,seq_len,pred_len,seed,source_status,completion_status,mse,mae,mape,rmse,param_count,forward_active_param_count,inactive_registered_param_count,t_train,t_inf,forward_ms_per_sample,test_peak_gpu_mem_mb,train_peak_gpu_mem_mb,n_test_samples,result_dir,checkpoint_path,metrics_path,audit_error
193,freqcycle,FreqCycle,PEMS07,96,24,2026,not_available,ok,0.08844696366837541,0.19392885608758664,1.8396394658139754,0.29740034241469093,285720,270208,15512,452.48801708221436,4.2930381298065186,0.15432895733657584,111.44189453125,200.51025390625,5621,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l96_h24_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl24_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l96_h24_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl24_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l96_h24_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl24_cycle288_seed2026/metrics_summary.csv,
194,freqcycle,FreqCycle,PEMS07,96,48,2026,not_available,ok,0.1442346356888496,0.2534152016239311,2.190482299719185,0.379782353050862,291912,273304,18608,501.84619760513306,4.596707582473755,0.1515540190684022,115.2978515625,204.892578125,5597,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l96_h48_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl48_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l96_h48_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl48_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l96_h48_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl48_cycle288_seed2026/metrics_summary.csv,
195,freqcycle,FreqCycle,PEMS07,96,96,2026,not_available,ok,0.23135988127316873,0.3278373110812018,2.5448569747246053,0.4809988370808902,304296,279496,24800,586.8583118915558,4.804902791976929,0.1534154249436094,122.08056640625,208.677734375,5549,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l96_h96_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl96_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l96_h96_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl96_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l96_h96_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl96_cycle288_seed2026/metrics_summary.csv,
196,freqcycle,FreqCycle,PEMS07,720,12,2026,not_available,ok,0.0526622428645491,0.1456371610781522,1.4050108920409052,0.22948255459740094,463636,369800,93836,6852.249240636826,19.275850534439087,1.2482250265740904,930.466796875,1824.30615234375,5633,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l720_h12_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl12_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l720_h12_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl12_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l720_h12_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl12_cycle288_seed2026/metrics_summary.csv,
197,freqcycle,FreqCycle,PEMS07,720,24,2026,not_available,ok,0.06255863328557235,0.15938097520116432,1.541020437440396,0.2501172390811404,466732,371348,95384,6951.634287118912,19.94759511947632,1.2673660083873546,930.8837890625,1824.65966796875,5621,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l720_h24_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl24_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l720_h24_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl24_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l720_h24_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl24_cycle288_seed2026/metrics_summary.csv,
198,freqcycle,FreqCycle,PEMS07,720,48,2026,not_available,ok,0.07788902230332866,0.17747912828315615,1.7282967168272716,0.2790860482061557,472924,374444,98480,6964.98664522171,19.7743239402771,1.2690487940231137,931.7158203125,1825.365234375,5597,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l720_h48_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl48_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l720_h48_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl48_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l720_h48_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl48_cycle288_seed2026/metrics_summary.csv,
199,freqcycle,FreqCycle,PEMS07,720,96,2026,not_available,ok,0.09526286231503256,0.19665123151555347,1.789584122828866,0.30864682456657894,485308,380636,104672,6913.540353775024,19.965781211853027,1.251757456211514,933.3798828125,1826.7763671875,5549,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l720_h96_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl96_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l720_h96_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl96_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS07_l720_h96_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl96_cycle288_seed2026/metrics_summary.csv,
200,freqcycle,FreqCycle,PEMS08,96,12,2026,not_available,ok,0.07994767782878894,0.1845821203603599,1.5472816831865022,0.28275020394119776,77280,63316,13964,127.82441115379333,2.361288070678711,0.15663294241962472,61.18994140625,114.7626953125,3560,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l96_h12_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl12_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l96_h12_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl12_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l96_h12_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl12_cycle288_seed2026/metrics_summary.csv,
201,freqcycle,FreqCycle,PEMS08,96,24,2026,not_available,ok,0.11690947606832466,0.22458286519699047,1.8938745092216875,0.3419202773576388,80376,64864,15512,129.3686273097992,2.226602792739868,0.14289000358751722,61.826171875,115.2919921875,3548,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l96_h24_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl24_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l96_h24_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl24_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l96_h24_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl24_cycle288_seed2026/metrics_summary.csv,
202,freqcycle,FreqCycle,PEMS08,96,48,2026,not_available,ok,0.19679371320399489,0.2885324788946349,2.280365358442725,0.44361437443346546,86568,67960,18608,135.9417142868042,2.1720900535583496,0.148026441661567,63.09912109375,116.35107421875,3524,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l96_h48_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl48_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l96_h48_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl48_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l96_h48_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl48_cycle288_seed2026/metrics_summary.csv,
203,freqcycle,FreqCycle,PEMS08,96,96,2026,not_available,ok,0.35843706570905076,0.3818325317897204,2.5763441084578678,0.5986961380442092,98952,74152,24800,142.4278588294983,2.673301935195923,0.14727205087369688,65.64501953125,118.46923828125,3476,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l96_h96_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl96_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l96_h96_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl96_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l96_h96_s2026_FreqCycleOfficial_PEMS_ftM_sl96_pl96_cycle288_seed2026/metrics_summary.csv,
204,freqcycle,FreqCycle,PEMS08,720,12,2026,not_available,ok,0.07941706263509775,0.17917985840821785,1.4959384827864268,0.2818103309587811,258292,164456,93836,670.2397253513336,5.133419990539551,0.49928711868529574,377.7900390625,742.08447265625,3560,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l720_h12_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl12_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l720_h12_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl12_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l720_h12_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl12_cycle288_seed2026/metrics_summary.csv,
205,freqcycle,FreqCycle,PEMS08,720,24,2026,not_available,ok,0.09777911796358747,0.18755252919565593,1.5695458285646167,0.3126965269451957,261388,166004,95384,1068.371586561203,5.285479784011841,0.49891899205458673,377.95849609375,742.2392578125,3548,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l720_h24_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl24_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l720_h24_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl24_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l720_h24_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl24_cycle288_seed2026/metrics_summary.csv,
206,freqcycle,FreqCycle,PEMS08,720,48,2026,not_available,ok,0.1338010830696267,0.2170851421448656,1.677269487742595,0.3657883036260546,267580,169100,98480,744.637059211731,5.2494611740112305,0.5179596874571144,378.29296875,742.546875,3524,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l720_h48_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl48_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l720_h48_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl48_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l720_h48_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl48_cycle288_seed2026/metrics_summary.csv,
207,freqcycle,FreqCycle,PEMS08,720,96,2026,not_available,ok,0.19378175536033085,0.2483243062169418,1.8960938459540344,0.4402064917289735,279964,175292,104672,704.6010539531708,4.78692626953125,0.47462432143161604,378.96435546875,743.1640625,3476,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l720_h96_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl96_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l720_h96_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl96_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_PEMS08_l720_h96_s2026_FreqCycleOfficial_PEMS_ftM_sl720_pl96_cycle288_seed2026/metrics_summary.csv,
208,freqcycle,FreqCycle,traffic,96,96,2026,not_available,ok,0.45379215797943245,0.28777214128683487,3.197114826114964,0.6736409711258902,195200,170400,24800,208.25303673744202,3.137119770050049,0.158282029318331,616.21826171875,1095.73876953125,3413,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l96_h96_s2026_FreqCycleOfficial_custom_ftM_sl96_pl96_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l96_h96_s2026_FreqCycleOfficial_custom_ftM_sl96_pl96_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l96_h96_s2026_FreqCycleOfficial_custom_ftM_sl96_pl96_cycle168_seed2026/metrics_summary.csv,
209,freqcycle,FreqCycle,traffic,96,192,2026,not_available,ok,0.4646030014319113,0.2949849248573512,3.2698451602398335,0.6816179292183497,219968,182784,37184,276.5515410900116,3.798384666442871,0.1735344457835687,666.6806640625,1136.4521484375,3317,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l96_h192_s2026_FreqCycleOfficial_custom_ftM_sl96_pl192_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l96_h192_s2026_FreqCycleOfficial_custom_ftM_sl96_pl192_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l96_h192_s2026_FreqCycleOfficial_custom_ftM_sl96_pl192_cycle168_seed2026/metrics_summary.csv,
210,freqcycle,FreqCycle,traffic,96,336,2026,not_available,ok,0.48380754231699796,0.2963926587505513,3.236315948712461,0.6955627522495709,257120,201360,55760,487.0025806427002,4.478839874267578,0.1743041962770269,744.62353515625,1199.794921875,3173,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l96_h336_s2026_FreqCycleOfficial_custom_ftM_sl96_pl336_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l96_h336_s2026_FreqCycleOfficial_custom_ftM_sl96_pl336_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l96_h336_s2026_FreqCycleOfficial_custom_ftM_sl96_pl336_cycle168_seed2026/metrics_summary.csv,
211,freqcycle,FreqCycle,traffic,96,720,2026,not_available,ok,0.5145731650669414,0.3111161803009401,3.335255735506068,0.7173375530856735,356192,250896,105296,848.4083850383759,6.706724405288696,0.21647723867832097,946.095703125,1361.087890625,2789,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l96_h720_s2026_FreqCycleOfficial_custom_ftM_sl96_pl720_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l96_h720_s2026_FreqCycleOfficial_custom_ftM_sl96_pl720_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l96_h720_s2026_FreqCycleOfficial_custom_ftM_sl96_pl720_cycle168_seed2026/metrics_summary.csv,
212,freqcycle,FreqCycle,traffic,720,96,2026,not_available,ok,0.4007659190399519,0.26944406975185897,2.8709466163495367,0.6330607546199274,397480,292808,104672,14010.180530548096,14.190381526947021,2.0309177904321305,3495.1845703125,6911.12890625,3413,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l720_h96_s2026_FreqCycleOfficial_custom_ftM_sl720_pl96_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l720_h96_s2026_FreqCycleOfficial_custom_ftM_sl720_pl96_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l720_h96_s2026_FreqCycleOfficial_custom_ftM_sl720_pl96_cycle168_seed2026/metrics_summary.csv,
213,freqcycle,FreqCycle,traffic,720,192,2026,not_available,ok,0.42629155964786886,0.2754195329277771,2.82340038869589,0.6529100701075676,422248,305192,117056,13950.757462263107,14.416009902954102,2.0797523050233475,3502.02978515625,6915.279296875,3317,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l720_h192_s2026_FreqCycleOfficial_custom_ftM_sl720_pl192_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l720_h192_s2026_FreqCycleOfficial_custom_ftM_sl720_pl192_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l720_h192_s2026_FreqCycleOfficial_custom_ftM_sl720_pl192_cycle168_seed2026/metrics_summary.csv,
214,freqcycle,FreqCycle,traffic,720,336,2026,not_available,ok,0.4424196036318968,0.2965936464152503,3.22033763594314,0.6651463024266893,459400,323768,135632,7870.4123277664185,14.873208284378052,2.0709250649461377,3511.43017578125,6922.3740234375,3173,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l720_h336_s2026_FreqCycleOfficial_custom_ftM_sl720_pl336_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l720_h336_s2026_FreqCycleOfficial_custom_ftM_sl720_pl336_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l720_h336_s2026_FreqCycleOfficial_custom_ftM_sl720_pl336_cycle168_seed2026/metrics_summary.csv,
215,freqcycle,FreqCycle,traffic,720,720,2026,not_available,ok,0.5026392207876906,0.3104272163107142,3.2974058388022884,0.7089705359094203,558472,373304,185168,10768.661890268326,14.794005870819092,2.093156879649565,3536.46630859375,6943.55029296875,2789,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l720_h720_s2026_FreqCycleOfficial_custom_ftM_sl720_pl720_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l720_h720_s2026_FreqCycleOfficial_custom_ftM_sl720_pl720_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_freqcycle_traffic_l720_h720_s2026_FreqCycleOfficial_custom_ftM_sl720_pl720_cycle168_seed2026/metrics_summary.csv,
216,frets,FreTS,PEMS03,720,48,2026,incomplete_no_final_metrics,ok,0.1274552934880575,0.2311989246316849,1.658345930630718,0.35700881430023196,23671728,,,4958.323089599609,31.650530338287354,3.5331591669345275,1006.5283203125,1560.35986328125,5194,results/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS03_l720_h48_s2026_FreTS_PEMS_ftM_sl720_pl48_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS03_l720_h48_s2026_FreTS_PEMS_ftM_sl720_pl48_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS03_l720_h48_s2026_FreTS_PEMS_ftM_sl720_pl48_cycle288_seed2026/metrics_summary.csv,
217,frets,FreTS,PEMS03,720,96,2026,not_run_or_no_log,ok,0.16681535346480475,0.2580413838808209,1.8557597305670397,0.40843035326087695,23684064,,,3960.887702703476,31.81651258468628,3.5407851206546295,1006.90283203125,1560.8095703125,5146,results/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS03_l720_h96_s2026_FreTS_PEMS_ftM_sl720_pl96_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS03_l720_h96_s2026_FreTS_PEMS_ftM_sl720_pl96_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS03_l720_h96_s2026_FreTS_PEMS_ftM_sl720_pl96_cycle288_seed2026/metrics_summary.csv,
218,frets,FreTS,PEMS07,720,12,2026,cuda_oom,ok,0.05372739145736312,0.14818571853032897,1.5036550120449332,0.23179169842201666,23662476,,,14256.899603366852,63.288549184799194,8.010897931745172,2305.76318359375,3223.58203125,5633,results/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS07_l720_h12_s2026_FreTS_PEMS_ftM_sl720_pl12_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS07_l720_h12_s2026_FreTS_PEMS_ftM_sl720_pl12_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS07_l720_h12_s2026_FreTS_PEMS_ftM_sl720_pl12_cycle288_seed2026/metrics_summary.csv,
219,frets,FreTS,PEMS07,720,24,2026,cuda_oom,ok,0.07119951690879658,0.1740023823735556,1.7430809568454588,0.2668323760505771,23665560,,,14383.189317464828,63.18511247634888,8.00798072687933,2305.9775390625,3223.791015625,5621,results/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS07_l720_h24_s2026_FreTS_PEMS_ftM_sl720_pl24_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS07_l720_h24_s2026_FreTS_PEMS_ftM_sl720_pl24_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS07_l720_h24_s2026_FreTS_PEMS_ftM_sl720_pl24_cycle288_seed2026/metrics_summary.csv,
220,frets,FreTS,PEMS07,720,48,2026,cuda_oom,ok,0.0996505433165409,0.20613076174774028,1.8796607356436925,0.31567474291830966,23671728,,,14341.703503370285,62.99241352081299,7.980349037529359,2306.40625,3224.208984375,5597,results/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS07_l720_h48_s2026_FreTS_PEMS_ftM_sl720_pl48_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS07_l720_h48_s2026_FreTS_PEMS_ftM_sl720_pl48_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS07_l720_h48_s2026_FreTS_PEMS_ftM_sl720_pl48_cycle288_seed2026/metrics_summary.csv,
221,frets,FreTS,PEMS07,720,96,2026,cuda_oom,ok,0.1291357180272813,0.23572618302806025,2.1321027579717264,0.35935458537116416,23684064,,,14304.482008695602,62.752673387527466,8.006515178260802,2307.26171875,3225.04345703125,5549,results/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS07_l720_h96_s2026_FreTS_PEMS_ftM_sl720_pl96_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS07_l720_h96_s2026_FreTS_PEMS_ftM_sl720_pl96_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_frets_PEMS07_l720_h96_s2026_FreTS_PEMS_ftM_sl720_pl96_cycle288_seed2026/metrics_summary.csv,
222,frets,FreTS,electricity,720,336,2026,incomplete_no_final_metrics,ok,0.16752952756658823,0.2641076453141484,2.250508886281541,0.40930371066799315,23745744,,,4787.111626148224,29.843562364578247,3.4189422659311197,921.251953125,1445.68994140625,4925,results/complete_completion_0716v2_r2_20260717T001808_full_frets_electricity_l720_h336_s2026_FreTS_custom_ftM_sl720_pl336_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_frets_electricity_l720_h336_s2026_FreTS_custom_ftM_sl720_pl336_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_frets_electricity_l720_h336_s2026_FreTS_custom_ftM_sl720_pl336_cycle168_seed2026/metrics_summary.csv,
223,frets,FreTS,traffic,720,96,2026,cuda_oom,ok,0.4316761123883106,0.33563776035383736,3.7843704491133714,0.6570206331526511,23684064,,,1843.8976593017578,38.691593647003174,7.879530442586628,2254.31494140625,3159.787109375,3413,results/complete_completion_0716v2_r2_20260717T001808_full_frets_traffic_l720_h96_s2026_FreTS_custom_ftM_sl720_pl96_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_frets_traffic_l720_h96_s2026_FreTS_custom_ftM_sl720_pl96_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_frets_traffic_l720_h96_s2026_FreTS_custom_ftM_sl720_pl96_cycle168_seed2026/metrics_summary.csv,
224,frets,FreTS,traffic,720,192,2026,cuda_oom,ok,0.4843250639194845,0.3725319505329575,4.300273474707273,0.6959346692897865,23708736,,,1846.375182390213,38.52239203453064,7.9233876373624454,2255.98828125,3161.427734375,3317,results/complete_completion_0716v2_r2_20260717T001808_full_frets_traffic_l720_h192_s2026_FreTS_custom_ftM_sl720_pl192_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_frets_traffic_l720_h192_s2026_FreTS_custom_ftM_sl720_pl192_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_frets_traffic_l720_h192_s2026_FreTS_custom_ftM_sl720_pl192_cycle168_seed2026/metrics_summary.csv,
225,frets,FreTS,traffic,720,336,2026,cuda_oom,ok,0.5409277510422811,0.4009363545614074,4.5604646234547435,0.735477906562992,23745744,,,1854.2841637134552,38.40323781967163,7.86313660597805,2258.50146484375,3163.890625,3173,results/complete_completion_0716v2_r2_20260717T001808_full_frets_traffic_l720_h336_s2026_FreTS_custom_ftM_sl720_pl336_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_frets_traffic_l720_h336_s2026_FreTS_custom_ftM_sl720_pl336_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_frets_traffic_l720_h336_s2026_FreTS_custom_ftM_sl720_pl336_cycle168_seed2026/metrics_summary.csv,
226,frets,FreTS,traffic,720,720,2026,cuda_oom,ok,0.8505027774870199,0.3220286768851508,3.123025940658155,0.9222270747961263,23844432,,,8848.40169095993,34.78839612007141,7.948745790416193,2265.2001953125,3170.4560546875,2789,results/complete_completion_0716v2_r2_20260717T001808_full_frets_traffic_l720_h720_s2026_FreTS_custom_ftM_sl720_pl720_cycle168_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_frets_traffic_l720_h720_s2026_FreTS_custom_ftM_sl720_pl720_cycle168_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_frets_traffic_l720_h720_s2026_FreTS_custom_ftM_sl720_pl720_cycle168_seed2026/metrics_summary.csv,
227,patchtst,PatchTST,PEMS03,720,24,2026,incomplete_no_final_metrics,ok,0.07275600205709706,0.1746902643005523,1.3394733908298166,0.26973320532907524,687643,,,6448.084632158279,28.396536827087402,4.413396578861116,5433.71533203125,13359.32275390625,5218,results/complete_completion_0716v2_r2_20260717T001808_full_patchtst_PEMS03_l720_h24_s2026_PatchTST_PEMS_ftM_sl720_pl24_cycle288_seed2026,checkpoints/completion_0716v2/complete_completion_0716v2_r2_20260717T001808_full_patchtst_PEMS03_l720_h24_s2026_PatchTST_PEMS_ftM_sl720_pl24_cycle288_seed2026/checkpoint.pth,results/complete_completion_0716v2_r2_20260717T001808_full_patchtst_PEMS03_l720_h24_s2026_PatchTST_PEMS_ftM_sl720_pl24_cycle288_seed2026/metrics_summary.csv,
