dataset,seq_len,pred_len,seed,selected_arm,val_score,val_mse,test_mse,test_mae
ETTm1,720,96,2026,phase6_asx_individual_period,0.3910000861861526,0.3908888,0.30680832266807556,0.35139769315719604
ETTm1,96,192,2024,phase6_asx_individual_revin,0.5318481404379073,0.5318025,0.38963964581489563,0.3923513889312744
ETTm1,96,192,2025,phase6_asx_individual_revin,0.5318481404379073,0.5319229,0.38958731293678284,0.39230623841285706
ETTm1,96,192,2026,phase6_asx_individual_revin,0.5318481404379073,0.5317696,0.38936734199523926,0.3921883702278137
ETTm1,96,336,2024,phase6_asx_cross,0.6776996071950461,0.6779268,0.4191538393497467,0.4154350161552429
ETTm1,96,336,2025,phase6_asx_cross,0.6776996071950461,0.6767372,0.41713425517082214,0.41376593708992004
ETTm1,96,336,2026,phase6_asx_cross,0.6776996071950461,0.6780006,0.4179029166698456,0.4141126573085785
ETTm1,96,720,2024,phase6_asx_cross,0.994135871954898,0.9938284,0.4825979173183441,0.4477805495262146
ETTm1,96,720,2025,phase6_asx_cross,0.994135871954898,0.9936333,0.4822116792201996,0.4470691382884979
ETTm1,96,720,2026,phase6_asx_cross,0.994135871954898,0.9946244,0.4818263351917267,0.4467380940914154
ETTm1,96,96,2024,phase6_asx_cross_clip05,0.4062571785768008,0.4070906,0.3519745469093323,0.3799099326133728
ETTm1,96,96,2025,phase6_asx_cross_clip05,0.4062571785768008,0.4067361,0.35173264145851135,0.38011306524276733
ETTm1,96,96,2026,phase6_asx_cross_clip05,0.4062571785768008,0.4038598,0.3503524661064148,0.37762323021888733
PEMS04,96,12,2024,phase6_asx_cross,0.09763035926463184,0.0974896,0.09307422488927841,0.20467741787433624
PEMS04,96,12,2025,phase6_asx_cross,0.09763035926463184,0.0975631,0.09322547167539597,0.20488432049751282
PEMS04,96,12,2026,phase6_asx_cross,0.09763035926463184,0.0977546,0.0933331772685051,0.20491506159305573
PEMS04,96,24,2024,phase6_asx_period_multi,0.1436339949917559,0.1434283,0.13865689933300018,0.2558135986328125
